650726.87	9387884.20	650728.58	9387873.23
650728.65	9387869.04	650731.90	9387852.82
650724.39	9387873.08	650729.38	9387858.90
650700.22	9387894.34	650704.88	9387858.94
650740.77	9387848.07	650752.64	9387821.87
650730.64	9387847.77	650737.24	9387834.63
650732.67	9387841.39	650729.96	9387850.50
650733.68	9387836.19	650731.49	9387841.78
650728.82	9387840.51	650731.67	9387834.15
650734.63	9387831.09	650731.81	9387837.87
650739.81	9387835.22	650736.06	9387840.03
650739.88	9387836.24	650734.47	9387847.27
650740.88	9387841.01	650737.33	9387846.80
650742.64	9387835.84	650738.67	9387839.36
650741.75	9387849.39	650753.01	9387838.21
650742.30	9387846.39	650754.29	9387832.68
650749.76	9387835.06	650755.78	9387828.39
650747.99	9387833.17	650754.82	9387824.08
650750.27	9387851.71	650771.05	9387809.38
650775.48	9387808.95	650768.84	9387821.75
650766.98	9387828.94	650759.79	9387843.14
650761.91	9387834.98	650754.23	9387853.37
650761.22	9387840.85	650769.42	9387829.54
650770.11	9387831.57	650765.20	9387840.50
650764.62	9387839.42	650768.45	9387832.99
650765.47	9387843.23	650771.57	9387834.53
650771.95	9387831.51	650761.70	9387854.74
650747.85	9387851.59	650760.75	9387831.67
650753.27	9387846.76	650753.69	9387843.28
650758.38	9387834.12	650744.37	9387850.20
650745.60	9387848.85	650751.65	9387840.85
650751.64	9387842.49	650745.17	9387853.43
650752.46	9387852.76	650748.03	9387862.86
650760.91	9387862.89	650766.90	9387855.54
650767.39	9387858.72	650766.76	9387850.25
650763.00	9387853.41	650771.86	9387845.87
650760.25	9387849.21	650763.92	9387840.76
650764.63	9387831.86	650754.19	9387841.91
650749.99	9387837.84	650759.15	9387831.32
650747.72	9387826.40	650742.73	9387831.81
650741.86	9387830.65	650747.45	9387822.38
650741.47	9387825.68	650751.93	9387819.92
650743.26	9387823.54	650758.68	9387797.28
650759.13	9387812.30	650775.76	9387764.14
650760.07	9387778.60	650764.10	9387753.33
650754.73	9387748.29	650751.81	9387783.29
650753.60	9387787.66	650757.02	9387755.16
650756.10	9387797.72	650770.75	9387760.85
650755.76	9387824.85	650768.75	9387798.02
650725.41	9387822.06	650731.28	9387798.66
650729.48	9387816.62	650737.10	9387791.22
650719.12	9387840.36	650722.12	9387797.83
650716.36	9387802.51	650717.88	9387788.93
650772.84	9387756.86	650780.19	9387684.70
650775.71	9387712.12	650770.85	9387727.80
650771.76	9387747.84	650776.56	9387727.96
650774.47	9387732.57	650770.05	9387714.56
650769.79	9387727.58	650764.20	9387716.02
650765.67	9387714.20	650766.86	9387727.40
650763.25	9387751.62	650761.19	9387736.65
650771.69	9387742.73	650754.79	9387740.06
650766.45	9387733.27	650764.44	9387752.19
650778.10	9387756.19	650786.64	9387729.41
650786.29	9387751.80	650786.19	9387730.86
650778.17	9387746.85	650772.16	9387734.68
650778.54	9387742.50	650775.16	9387729.07
650773.92	9387733.40	650781.60	9387685.88
650777.24	9387714.91	650780.26	9387687.99
650779.48	9387711.96	650781.37	9387680.91
650776.68	9387718.01	650779.48	9387711.96
650781.72	9387719.97	650788.07	9387668.91
650783.72	9387734.26	650784.64	9387718.63
650783.11	9387725.89	650786.09	9387714.88
650786.81	9387720.48	650788.88	9387688.35
650788.54	9387714.59	650794.91	9387699.19
650771.82	9387719.25	650773.63	9387695.88
650723.66	9387844.78	650730.68	9387835.43
650720.54	9387850.26	650722.31	9387837.51
650721.30	9387851.02	650713.42	9387837.99
650708.26	9387816.93	650705.11	9387801.28
650704.11	9387803.86	650703.14	9387791.87
650704.79	9387798.78	650705.47	9387773.13
650698.67	9387796.69	650701.57	9387775.30
650700.40	9387782.19	650693.38	9387699.70
650730.12	9387766.18	650716.69	9387748.64
650717.13	9387755.69	650712.56	9387694.24
650711.98	9387693.56	650722.79	9387697.32
650715.08	9387692.34	650717.27	9387702.54
650717.56	9387692.44	650726.31	9387738.20
650730.95	9387736.03	650722.58	9387698.53
650723.43	9387698.79	650737.06	9387736.07
650739.22	9387733.64	650723.90	9387695.48
650724.94	9387692.00	650743.55	9387734.95
650747.29	9387735.05	650736.40	9387724.28
650748.39	9387733.62	650730.68	9387709.67
650748.59	9387728.15	650723.92	9387636.49
650749.12	9387726.25	650729.90	9387691.20
650748.31	9387721.57	650737.27	9387711.07
650747.98	9387712.89	650736.55	9387695.55
650712.24	9387738.81	650710.09	9387630.42
650721.00	9387698.48	650718.01	9387656.08
650715.54	9387661.61	650714.74	9387589.84
650719.85	9387654.23	650719.41	9387626.13
650717.61	9387643.87	650720.26	9387627.71
650729.89	9387689.88	650722.94	9387668.69
650722.11	9387675.59	650730.86	9387630.68
650732.89	9387691.53	650733.05	9387645.17
650731.82	9387660.49	650736.08	9387608.23
650734.52	9387619.96	650734.57	9387572.82
650737.08	9387679.95	650737.24	9387654.74
650738.94	9387659.68	650736.15	9387621.61
650735.75	9387669.08	650739.70	9387683.75
650741.98	9387685.18	650739.21	9387665.17
650736.90	9387678.90	650738.39	9387665.80
650732.21	9387691.33	650726.75	9387649.01
650727.60	9387662.24	650731.45	9387645.03
650728.57	9387653.36	650727.07	9387646.85
